1,0.49,0.29,3.53,1,3.5295312499999998
11,0.22,0.23,3.39,3,3.3920312500000001
21,0.2,0.21,3.63,16,3.62796875
31,0.19,0.2,3.33,25,3.3325
41,0.18,0.2,3.13,32,3.1320312499999998
51,0.18,0.2,3.19,25,3.1886718749999998
61,0.18,0.19,3.26,34,3.2613281249999999
71,0.17,0.19,3.75,34,3.7458593750000002
81,0.16,0.2,3.71,40,3.7061718749999999
91,0.16,0.22,4.16,30,4.1555468749999998
101,0.16,0.19,3.4,38,3.400859375
111,0.16,0.17,3.23,53,3.2327343750000002
121,0.16,0.17,3.11,63,3.1104687499999999
131,0.16,0.16,3.23,51,3.228046875
141,0.16,0.17,3.32,61,3.3242968749999999
151,0.16,0.2,3.25,49,3.2515624999999999
161,0.15,0.18,3.28,50,3.2839843750000002
171,0.15,0.17,3.16,58,3.155234375
181,0.15,0.16,3.21,58,3.2095312499999999
191,0.16,0.19,3.32,54,3.3202343750000001
